"","waveform","serial","offset","time.sec","voltage.mv","date.time"
"1",-815,"RLA496839S",1.177,1.177,-0.664225,2019-11-29 05:05:00
"2",-239,"RLA496839S",1.177,1.1848125,-0.194785,2019-11-29 05:05:00
"3",-275,"RLA496839S",1.177,1.192625,-0.224125,2019-11-29 05:05:00
"4",-379,"RLA496839S",1.177,1.2004375,-0.308885,2019-11-29 05:05:00
"5",-393,"RLA496839S",1.177,1.20825,-0.320295,2019-11-29 05:05:00
"6",-370,"RLA496839S",1.177,1.2160625,-0.30155,2019-11-29 05:05:00
"7",-372,"RLA496839S",1.177,1.223875,-0.30318,2019-11-29 05:05:00
"8",-377,"RLA496839S",1.177,1.2316875,-0.307255,2019-11-29 05:05:00
"9",-374,"RLA496839S",1.177,1.2395,-0.30481,2019-11-29 05:05:00
"10",-394,"RLA496839S",1.177,1.2473125,-0.32111,2019-11-29 05:05:00
"11",-401,"RLA496839S",1.177,1.255125,-0.326815,2019-11-29 05:05:00
"12",-389,"RLA496839S",1.177,1.2629375,-0.317035,2019-11-29 05:05:00
"13",-393,"RLA496839S",1.177,1.27075,-0.320295,2019-11-29 05:05:00
"14",-398,"RLA496839S",1.177,1.2785625,-0.32437,2019-11-29 05:05:00
"15",-402,"RLA496839S",1.177,1.286375,-0.32763,2019-11-29 05:05:00
"16",-405,"RLA496839S",1.177,1.2941875,-0.330075,2019-11-29 05:05:00
"17",-407,"RLA496839S",1.177,1.302,-0.331705,2019-11-29 05:05:00
"18",-411,"RLA496839S",1.177,1.3098125,-0.334965,2019-11-29 05:05:00
"19",-413,"RLA496839S",1.177,1.317625,-0.336595,2019-11-29 05:05:00
"20",-421,"RLA496839S",1.177,1.3254375,-0.343115,2019-11-29 05:05:00
"21",-426,"RLA496839S",1.177,1.33325,-0.34719,2019-11-29 05:05:00
"22",-437,"RLA496839S",1.177,1.3410625,-0.356155,2019-11-29 05:05:00
"23",-452,"RLA496839S",1.177,1.348875,-0.36838,2019-11-29 05:05:00
"24",-462,"RLA496839S",1.177,1.3566875,-0.37653,2019-11-29 05:05:00
"25",-475,"RLA496839S",1.177,1.3645,-0.387125,2019-11-29 05:05:00
"26",-474,"RLA496839S",1.177,1.3723125,-0.38631,2019-11-29 05:05:00
