"","waveform","serial","offset","time.sec","voltage.mv","date.time"
"1",-1758,"RLA496845S",1.377,1.377,-1.43277,2018-12-17 09:05:00
"2",-638,"RLA496845S",1.377,1.3848125,-0.51997,2018-12-17 09:05:00
"3",258,"RLA496845S",1.377,1.392625,0.21027,2018-12-17 09:05:00
"4",-254,"RLA496845S",1.377,1.4004375,-0.20701,2018-12-17 09:05:00
"5",-446,"RLA496845S",1.377,1.40825,-0.36349,2018-12-17 09:05:00
"6",-453,"RLA496845S",1.377,1.4160625,-0.369195,2018-12-17 09:05:00
"7",-406,"RLA496845S",1.377,1.423875,-0.33089,2018-12-17 09:05:00
"8",-488,"RLA496845S",1.377,1.4316875,-0.39772,2018-12-17 09:05:00
"9",-462,"RLA496845S",1.377,1.4395,-0.37653,2018-12-17 09:05:00
"10",-454,"RLA496845S",1.377,1.4473125,-0.37001,2018-12-17 09:05:00
"11",-498,"RLA496845S",1.377,1.455125,-0.40587,2018-12-17 09:05:00
"12",-511,"RLA496845S",1.377,1.4629375,-0.416465,2018-12-17 09:05:00
"13",-526,"RLA496845S",1.377,1.47075,-0.42869,2018-12-17 09:05:00
"14",-528,"RLA496845S",1.377,1.4785625,-0.43032,2018-12-17 09:05:00
"15",-552,"RLA496845S",1.377,1.486375,-0.44988,2018-12-17 09:05:00
"16",-599,"RLA496845S",1.377,1.4941875,-0.488185,2018-12-17 09:05:00
"17",-572,"RLA496845S",1.377,1.502,-0.46618,2018-12-17 09:05:00
"18",-598,"RLA496845S",1.377,1.5098125,-0.48737,2018-12-17 09:05:00
"19",-643,"RLA496845S",1.377,1.517625,-0.524045,2018-12-17 09:05:00
"20",-680,"RLA496845S",1.377,1.5254375,-0.5542,2018-12-17 09:05:00
"21",-726,"RLA496845S",1.377,1.53325,-0.59169,2018-12-17 09:05:00
"22",-758,"RLA496845S",1.377,1.5410625,-0.61777,2018-12-17 09:05:00
"23",-800,"RLA496845S",1.377,1.548875,-0.652,2018-12-17 09:05:00
"24",-846,"RLA496845S",1.377,1.5566875,-0.68949,2018-12-17 09:05:00
"25",-826,"RLA496845S",1.377,1.5645,-0.67319,2018-12-17 09:05:00
"26",-711,"RLA496845S",1.377,1.5723125,-0.579465,2018-12-17 09:05:00
"27",-525,"RLA496845S",1.377,1.580125,-0.427875,2018-12-17 09:05:00
"28",-388,"RLA496845S",1.377,1.5879375,-0.31622,2018-12-17 09:05:00
