"","waveform","serial","offset","time.sec","voltage.mv","date.time"
"1",74,"RLA496830S",0.677,0.677,0.06031,2019-04-16 17:05:00
"2",1130,"RLA496830S",0.677,0.6848125,0.92095,2019-04-16 17:05:00
"3",-182,"RLA496830S",0.677,0.692625,-0.14833,2019-04-16 17:05:00
"4",-582,"RLA496830S",0.677,0.7004375,-0.47433,2019-04-16 17:05:00
"5",-409,"RLA496830S",0.677,0.70825,-0.333335,2019-04-16 17:05:00
"6",-340,"RLA496830S",0.677,0.7160625,-0.2771,2019-04-16 17:05:00
"7",-473,"RLA496830S",0.677,0.723875,-0.385495,2019-04-16 17:05:00
"8",-433,"RLA496830S",0.677,0.7316875,-0.352895,2019-04-16 17:05:00
"9",-410,"RLA496830S",0.677,0.7395,-0.33415,2019-04-16 17:05:00
"10",-479,"RLA496830S",0.677,0.7473125,-0.390385,2019-04-16 17:05:00
"11",-508,"RLA496830S",0.677,0.755125,-0.41402,2019-04-16 17:05:00
"12",-543,"RLA496830S",0.677,0.7629375,-0.442545,2019-04-16 17:05:00
"13",-549,"RLA496830S",0.677,0.77075,-0.447435,2019-04-16 17:05:00
"14",-598,"RLA496830S",0.677,0.7785625,-0.48737,2019-04-16 17:05:00
"15",-679,"RLA496830S",0.677,0.786375,-0.553385,2019-04-16 17:05:00
"16",-624,"RLA496830S",0.677,0.7941875,-0.50856,2019-04-16 17:05:00
"17",-680,"RLA496830S",0.677,0.802,-0.5542,2019-04-16 17:05:00
"18",-767,"RLA496830S",0.677,0.8098125,-0.625105,2019-04-16 17:05:00
"19",-836,"RLA496830S",0.677,0.817625,-0.68134,2019-04-16 17:05:00
"20",-904,"RLA496830S",0.677,0.8254375,-0.73676,2019-04-16 17:05:00
"21",-945,"RLA496830S",0.677,0.83325,-0.770175,2019-04-16 17:05:00
"22",-969,"RLA496830S",0.677,0.8410625,-0.789735,2019-04-16 17:05:00
"23",-888,"RLA496830S",0.677,0.848875,-0.72372,2019-04-16 17:05:00
"24",-613,"RLA496830S",0.677,0.8566875,-0.499595,2019-04-16 17:05:00
"25",-427,"RLA496830S",0.677,0.8645,-0.348005,2019-04-16 17:05:00
"26",-319,"RLA496830S",0.677,0.8723125,-0.259985,2019-04-16 17:05:00
"27",-294,"RLA496830S",0.677,0.880125,-0.23961,2019-04-16 17:05:00
"28",-279,"RLA496830S",0.677,0.8879375,-0.227385,2019-04-16 17:05:00
"29",-262,"RLA496830S",0.677,0.89575,-0.21353,2019-04-16 17:05:00
"30",-276,"RLA496830S",0.677,0.9035625,-0.22494,2019-04-16 17:05:00
"31",-278,"RLA496830S",0.677,0.911375,-0.22657,2019-04-16 17:05:00
"32",-278,"RLA496830S",0.677,0.9191875,-0.22657,2019-04-16 17:05:00
"33",-289,"RLA496830S",0.677,0.927,-0.235535,2019-04-16 17:05:00
"34",-296,"RLA496830S",0.677,0.9348125,-0.24124,2019-04-16 17:05:00
"35",-304,"RLA496830S",0.677,0.942625,-0.24776,2019-04-16 17:05:00
"36",-312,"RLA496830S",0.677,0.9504375,-0.25428,2019-04-16 17:05:00
"37",-322,"RLA496830S",0.677,0.95825,-0.26243,2019-04-16 17:05:00
"38",-330,"RLA496830S",0.677,0.9660625,-0.26895,2019-04-16 17:05:00
"39",-328,"RLA496830S",0.677,0.973875,-0.26732,2019-04-16 17:05:00
"40",-334,"RLA496830S",0.677,0.9816875,-0.27221,2019-04-16 17:05:00
"41",-333,"RLA496830S",0.677,0.9895,-0.271395,2019-04-16 17:05:00
"42",-328,"RLA496830S",0.677,0.9973125,-0.26732,2019-04-16 17:05:00
"43",-332,"RLA496830S",0.677,1.005125,-0.27058,2019-04-16 17:05:00
"44",-332,"RLA496830S",0.677,1.0129375,-0.27058,2019-04-16 17:05:00
"45",-328,"RLA496830S",0.677,1.02075,-0.26732,2019-04-16 17:05:00
"46",-326,"RLA496830S",0.677,1.0285625,-0.26569,2019-04-16 17:05:00
"47",-322,"RLA496830S",0.677,1.036375,-0.26243,2019-04-16 17:05:00
"48",-320,"RLA496830S",0.677,1.0441875,-0.2608,2019-04-16 17:05:00
"49",-319,"RLA496830S",0.677,1.052,-0.259985,2019-04-16 17:05:00
"50",-323,"RLA496830S",0.677,1.0598125,-0.263245,2019-04-16 17:05:00
"51",-326,"RLA496830S",0.677,1.067625,-0.26569,2019-04-16 17:05:00
"52",-324,"RLA496830S",0.677,1.0754375,-0.26406,2019-04-16 17:05:00
"53",-323,"RLA496830S",0.677,1.08325,-0.263245,2019-04-16 17:05:00
"54",-324,"RLA496830S",0.677,1.0910625,-0.26406,2019-04-16 17:05:00
"55",-328,"RLA496830S",0.677,1.098875,-0.26732,2019-04-16 17:05:00
"56",-331,"RLA496830S",0.677,1.1066875,-0.269765,2019-04-16 17:05:00
"57",-330,"RLA496830S",0.677,1.1145,-0.26895,2019-04-16 17:05:00
"58",-331,"RLA496830S",0.677,1.1223125,-0.269765,2019-04-16 17:05:00
"59",-333,"RLA496830S",0.677,1.130125,-0.271395,2019-04-16 17:05:00
"60",-335,"RLA496830S",0.677,1.1379375,-0.273025,2019-04-16 17:05:00
"61",-336,"RLA496830S",0.677,1.14575,-0.27384,2019-04-16 17:05:00
"62",-336,"RLA496830S",0.677,1.1535625,-0.27384,2019-04-16 17:05:00
"63",-338,"RLA496830S",0.677,1.161375,-0.27547,2019-04-16 17:05:00
"64",-342,"RLA496830S",0.677,1.1691875,-0.27873,2019-04-16 17:05:00
