"","waveform","serial","offset","time.sec","voltage.mv","date.time"
"1",-729,"RLA496826S",1.437,1.437,-0.594135,2020-03-03 09:05:00
"2",-361,"RLA496826S",1.437,1.4448125,-0.294215,2020-03-03 09:05:00
"3",-449,"RLA496826S",1.437,1.452625,-0.365935,2020-03-03 09:05:00
"4",-545,"RLA496826S",1.437,1.4604375,-0.444175,2020-03-03 09:05:00
"5",-489,"RLA496826S",1.437,1.46825,-0.398535,2020-03-03 09:05:00
"6",-465,"RLA496826S",1.437,1.4760625,-0.378975,2020-03-03 09:05:00
"7",-490,"RLA496826S",1.437,1.483875,-0.39935,2020-03-03 09:05:00
"8",-492,"RLA496826S",1.437,1.4916875,-0.40098,2020-03-03 09:05:00
"9",-481,"RLA496826S",1.437,1.4995,-0.392015,2020-03-03 09:05:00
"10",-484,"RLA496826S",1.437,1.5073125,-0.39446,2020-03-03 09:05:00
"11",-486,"RLA496826S",1.437,1.515125,-0.39609,2020-03-03 09:05:00
"12",-495,"RLA496826S",1.437,1.5229375,-0.403425,2020-03-03 09:05:00
"13",-490,"RLA496826S",1.437,1.53075,-0.39935,2020-03-03 09:05:00
"14",-480,"RLA496826S",1.437,1.5385625,-0.3912,2020-03-03 09:05:00
"15",-499,"RLA496826S",1.437,1.546375,-0.406685,2020-03-03 09:05:00
"16",-497,"RLA496826S",1.437,1.5541875,-0.405055,2020-03-03 09:05:00
"17",-493,"RLA496826S",1.437,1.562,-0.401795,2020-03-03 09:05:00
"18",-495,"RLA496826S",1.437,1.5698125,-0.403425,2020-03-03 09:05:00
"19",-494,"RLA496826S",1.437,1.577625,-0.40261,2020-03-03 09:05:00
"20",-500,"RLA496826S",1.437,1.5854375,-0.4075,2020-03-03 09:05:00
"21",-501,"RLA496826S",1.437,1.59325,-0.408315,2020-03-03 09:05:00
"22",-502,"RLA496826S",1.437,1.6010625,-0.40913,2020-03-03 09:05:00
"23",-505,"RLA496826S",1.437,1.608875,-0.411575,2020-03-03 09:05:00
"24",-486,"RLA496826S",1.437,1.6166875,-0.39609,2020-03-03 09:05:00
"25",-457,"RLA496826S",1.437,1.6245,-0.372455,2020-03-03 09:05:00
"26",-441,"RLA496826S",1.437,1.6323125,-0.359415,2020-03-03 09:05:00
"27",-456,"RLA496826S",1.437,1.640125,-0.37164,2020-03-03 09:05:00
"28",-474,"RLA496826S",1.437,1.6479375,-0.38631,2020-03-03 09:05:00
"29",-468,"RLA496826S",1.437,1.65575,-0.38142,2020-03-03 09:05:00
"30",-458,"RLA496826S",1.437,1.6635625,-0.37327,2020-03-03 09:05:00
"31",-449,"RLA496826S",1.437,1.671375,-0.365935,2020-03-03 09:05:00
"32",-443,"RLA496826S",1.437,1.6791875,-0.361045,2020-03-03 09:05:00
"33",-445,"RLA496826S",1.437,1.687,-0.362675,2020-03-03 09:05:00
"34",-446,"RLA496826S",1.437,1.6948125,-0.36349,2020-03-03 09:05:00
"35",-448,"RLA496826S",1.437,1.702625,-0.36512,2020-03-03 09:05:00
"36",-450,"RLA496826S",1.437,1.7104375,-0.36675,2020-03-03 09:05:00
"37",-448,"RLA496826S",1.437,1.71825,-0.36512,2020-03-03 09:05:00
"38",-448,"RLA496826S",1.437,1.7260625,-0.36512,2020-03-03 09:05:00
"39",-451,"RLA496826S",1.437,1.733875,-0.367565,2020-03-03 09:05:00
"40",-452,"RLA496826S",1.437,1.7416875,-0.36838,2020-03-03 09:05:00
"41",-453,"RLA496826S",1.437,1.7495,-0.369195,2020-03-03 09:05:00
"42",-457,"RLA496826S",1.437,1.7573125,-0.372455,2020-03-03 09:05:00
"43",-457,"RLA496826S",1.437,1.765125,-0.372455,2020-03-03 09:05:00
"44",-455,"RLA496826S",1.437,1.7729375,-0.370825,2020-03-03 09:05:00
"45",-458,"RLA496826S",1.437,1.78075,-0.37327,2020-03-03 09:05:00
"46",-459,"RLA496826S",1.437,1.7885625,-0.374085,2020-03-03 09:05:00
"47",-456,"RLA496826S",1.437,1.796375,-0.37164,2020-03-03 09:05:00
"48",-456,"RLA496826S",1.437,1.8041875,-0.37164,2020-03-03 09:05:00
"49",-458,"RLA496826S",1.437,1.812,-0.37327,2020-03-03 09:05:00
"50",-458,"RLA496826S",1.437,1.8198125,-0.37327,2020-03-03 09:05:00
"51",-458,"RLA496826S",1.437,1.827625,-0.37327,2020-03-03 09:05:00
"52",-458,"RLA496826S",1.437,1.8354375,-0.37327,2020-03-03 09:05:00
"53",-458,"RLA496826S",1.437,1.84325,-0.37327,2020-03-03 09:05:00
"54",-459,"RLA496826S",1.437,1.8510625,-0.374085,2020-03-03 09:05:00
"55",-459,"RLA496826S",1.437,1.858875,-0.374085,2020-03-03 09:05:00
"56",-456,"RLA496826S",1.437,1.8666875,-0.37164,2020-03-03 09:05:00
"57",-458,"RLA496826S",1.437,1.8745,-0.37327,2020-03-03 09:05:00
"58",-461,"RLA496826S",1.437,1.8823125,-0.375715,2020-03-03 09:05:00
"59",-460,"RLA496826S",1.437,1.890125,-0.3749,2020-03-03 09:05:00
"60",-460,"RLA496826S",1.437,1.8979375,-0.3749,2020-03-03 09:05:00
"61",-461,"RLA496826S",1.437,1.90575,-0.375715,2020-03-03 09:05:00
"62",-460,"RLA496826S",1.437,1.9135625,-0.3749,2020-03-03 09:05:00
"63",-460,"RLA496826S",1.437,1.921375,-0.3749,2020-03-03 09:05:00
"64",-461,"RLA496826S",1.437,1.9291875,-0.375715,2020-03-03 09:05:00
"65",-460,"RLA496826S",1.437,1.937,-0.3749,2020-03-03 09:05:00
"66",-459,"RLA496826S",1.437,1.9448125,-0.374085,2020-03-03 09:05:00
"67",-461,"RLA496826S",1.437,1.952625,-0.375715,2020-03-03 09:05:00
"68",-463,"RLA496826S",1.437,1.9604375,-0.377345,2020-03-03 09:05:00
"69",-461,"RLA496826S",1.437,1.96825,-0.375715,2020-03-03 09:05:00
"70",-464,"RLA496826S",1.437,1.9760625,-0.37816,2020-03-03 09:05:00
"71",-469,"RLA496826S",1.437,1.983875,-0.382235,2020-03-03 09:05:00
"72",-463,"RLA496826S",1.437,1.9916875,-0.377345,2020-03-03 09:05:00
"73",-459,"RLA496826S",1.437,1.9995,-0.374085,2020-03-03 09:05:00
"74",-463,"RLA496826S",1.437,2.0073125,-0.377345,2020-03-03 09:05:00
"75",-467,"RLA496826S",1.437,2.015125,-0.380605,2020-03-03 09:05:00
"76",-465,"RLA496826S",1.437,2.0229375,-0.378975,2020-03-03 09:05:00
"77",-462,"RLA496826S",1.437,2.03075,-0.37653,2020-03-03 09:05:00
"78",-463,"RLA496826S",1.437,2.0385625,-0.377345,2020-03-03 09:05:00
"79",-465,"RLA496826S",1.437,2.046375,-0.378975,2020-03-03 09:05:00
"80",-463,"RLA496826S",1.437,2.0541875,-0.377345,2020-03-03 09:05:00
"81",-461,"RLA496826S",1.437,2.062,-0.375715,2020-03-03 09:05:00
"82",-465,"RLA496826S",1.437,2.0698125,-0.378975,2020-03-03 09:05:00
"83",-467,"RLA496826S",1.437,2.077625,-0.380605,2020-03-03 09:05:00
"84",-464,"RLA496826S",1.437,2.0854375,-0.37816,2020-03-03 09:05:00
"85",-461,"RLA496826S",1.437,2.09325,-0.375715,2020-03-03 09:05:00
"86",-461,"RLA496826S",1.437,2.1010625,-0.375715,2020-03-03 09:05:00
"87",-463,"RLA496826S",1.437,2.108875,-0.377345,2020-03-03 09:05:00
"88",-462,"RLA496826S",1.437,2.1166875,-0.37653,2020-03-03 09:05:00
"89",-461,"RLA496826S",1.437,2.1245,-0.375715,2020-03-03 09:05:00
"90",-461,"RLA496826S",1.437,2.1323125,-0.375715,2020-03-03 09:05:00
"91",-464,"RLA496826S",1.437,2.140125,-0.37816,2020-03-03 09:05:00
"92",-466,"RLA496826S",1.437,2.1479375,-0.37979,2020-03-03 09:05:00
"93",-464,"RLA496826S",1.437,2.15575,-0.37816,2020-03-03 09:05:00
"94",-462,"RLA496826S",1.437,2.1635625,-0.37653,2020-03-03 09:05:00
"95",-460,"RLA496826S",1.437,2.171375,-0.3749,2020-03-03 09:05:00
"96",-458,"RLA496826S",1.437,2.1791875,-0.37327,2020-03-03 09:05:00
"97",-458,"RLA496826S",1.437,2.187,-0.37327,2020-03-03 09:05:00
"98",-457,"RLA496826S",1.437,2.1948125,-0.372455,2020-03-03 09:05:00
"99",-458,"RLA496826S",1.437,2.202625,-0.37327,2020-03-03 09:05:00
"100",-459,"RLA496826S",1.437,2.2104375,-0.374085,2020-03-03 09:05:00
"101",-459,"RLA496826S",1.437,2.21825,-0.374085,2020-03-03 09:05:00
"102",-460,"RLA496826S",1.437,2.2260625,-0.3749,2020-03-03 09:05:00
"103",-460,"RLA496826S",1.437,2.233875,-0.3749,2020-03-03 09:05:00
"104",-454,"RLA496826S",1.437,2.2416875,-0.37001,2020-03-03 09:05:00
"105",-457,"RLA496826S",1.437,2.2495,-0.372455,2020-03-03 09:05:00
"106",-463,"RLA496826S",1.437,2.2573125,-0.377345,2020-03-03 09:05:00
"107",-464,"RLA496826S",1.437,2.265125,-0.37816,2020-03-03 09:05:00
"108",-461,"RLA496826S",1.437,2.2729375,-0.375715,2020-03-03 09:05:00
"109",-459,"RLA496826S",1.437,2.28075,-0.374085,2020-03-03 09:05:00
"110",-458,"RLA496826S",1.437,2.2885625,-0.37327,2020-03-03 09:05:00
"111",-457,"RLA496826S",1.437,2.296375,-0.372455,2020-03-03 09:05:00
"112",-459,"RLA496826S",1.437,2.3041875,-0.374085,2020-03-03 09:05:00
"113",-459,"RLA496826S",1.437,2.312,-0.374085,2020-03-03 09:05:00
"114",-462,"RLA496826S",1.437,2.3198125,-0.37653,2020-03-03 09:05:00
"115",-463,"RLA496826S",1.437,2.327625,-0.377345,2020-03-03 09:05:00
