"","waveform","serial","offset","time.sec","voltage.mv","date.time"
"1",-1108,"RLA496845S",0.437,0.437,-0.90302,2019-03-26 15:05:00
"2",332,"RLA496845S",0.437,0.4448125,0.27058,2019-03-26 15:05:00
"3",492,"RLA496845S",0.437,0.452625,0.40098,2019-03-26 15:05:00
"4",-308,"RLA496845S",0.437,0.4604375,-0.25102,2019-03-26 15:05:00
"5",-387,"RLA496845S",0.437,0.46825,-0.315405,2019-03-26 15:05:00
"6",-306,"RLA496845S",0.437,0.4760625,-0.24939,2019-03-26 15:05:00
"7",-292,"RLA496845S",0.437,0.483875,-0.23798,2019-03-26 15:05:00
"8",-333,"RLA496845S",0.437,0.4916875,-0.271395,2019-03-26 15:05:00
"9",-347,"RLA496845S",0.437,0.4995,-0.282805,2019-03-26 15:05:00
"10",-344,"RLA496845S",0.437,0.5073125,-0.28036,2019-03-26 15:05:00
"11",-296,"RLA496845S",0.437,0.515125,-0.24124,2019-03-26 15:05:00
"12",-329,"RLA496845S",0.437,0.5229375,-0.268135,2019-03-26 15:05:00
"13",-355,"RLA496845S",0.437,0.53075,-0.289325,2019-03-26 15:05:00
"14",-336,"RLA496845S",0.437,0.5385625,-0.27384,2019-03-26 15:05:00
"15",-354,"RLA496845S",0.437,0.546375,-0.28851,2019-03-26 15:05:00
"16",-353,"RLA496845S",0.437,0.5541875,-0.287695,2019-03-26 15:05:00
"17",-397,"RLA496845S",0.437,0.562,-0.323555,2019-03-26 15:05:00
"18",-465,"RLA496845S",0.437,0.5698125,-0.378975,2019-03-26 15:05:00
"19",-445,"RLA496845S",0.437,0.577625,-0.362675,2019-03-26 15:05:00
"20",-372,"RLA496845S",0.437,0.5854375,-0.30318,2019-03-26 15:05:00
"21",-338,"RLA496845S",0.437,0.59325,-0.27547,2019-03-26 15:05:00
"22",-349,"RLA496845S",0.437,0.6010625,-0.284435,2019-03-26 15:05:00
"23",-339,"RLA496845S",0.437,0.608875,-0.276285,2019-03-26 15:05:00
"24",-325,"RLA496845S",0.437,0.6166875,-0.264875,2019-03-26 15:05:00
"25",-355,"RLA496845S",0.437,0.6245,-0.289325,2019-03-26 15:05:00
"26",-363,"RLA496845S",0.437,0.6323125,-0.295845,2019-03-26 15:05:00
"27",-366,"RLA496845S",0.437,0.640125,-0.29829,2019-03-26 15:05:00
"28",-374,"RLA496845S",0.437,0.6479375,-0.30481,2019-03-26 15:05:00
"29",-376,"RLA496845S",0.437,0.65575,-0.30644,2019-03-26 15:05:00
"30",-384,"RLA496845S",0.437,0.6635625,-0.31296,2019-03-26 15:05:00
