"","waveform","serial","offset","time.sec","voltage.mv","date.time"
"1",-395,"RLA496825S",0.927,0.927,-0.321925,2019-03-15 03:05:00
"2",-479,"RLA496825S",0.927,0.9348125,-0.390385,2019-03-15 03:05:00
"3",-497,"RLA496825S",0.927,0.942625,-0.405055,2019-03-15 03:05:00
"4",-499,"RLA496825S",0.927,0.9504375,-0.406685,2019-03-15 03:05:00
"5",-469,"RLA496825S",0.927,0.95825,-0.382235,2019-03-15 03:05:00
"6",-485,"RLA496825S",0.927,0.9660625,-0.395275,2019-03-15 03:05:00
"7",-465,"RLA496825S",0.927,0.973875,-0.378975,2019-03-15 03:05:00
"8",-489,"RLA496825S",0.927,0.9816875,-0.398535,2019-03-15 03:05:00
"9",-497,"RLA496825S",0.927,0.9895,-0.405055,2019-03-15 03:05:00
"10",-490,"RLA496825S",0.927,0.9973125,-0.39935,2019-03-15 03:05:00
"11",-474,"RLA496825S",0.927,1.005125,-0.38631,2019-03-15 03:05:00
"12",-465,"RLA496825S",0.927,1.0129375,-0.378975,2019-03-15 03:05:00
"13",-488,"RLA496825S",0.927,1.02075,-0.39772,2019-03-15 03:05:00
"14",-469,"RLA496825S",0.927,1.0285625,-0.382235,2019-03-15 03:05:00
"15",-458,"RLA496825S",0.927,1.036375,-0.37327,2019-03-15 03:05:00
"16",-472,"RLA496825S",0.927,1.0441875,-0.38468,2019-03-15 03:05:00
"17",-472,"RLA496825S",0.927,1.052,-0.38468,2019-03-15 03:05:00
"18",-510,"RLA496825S",0.927,1.0598125,-0.41565,2019-03-15 03:05:00
"19",-566,"RLA496825S",0.927,1.067625,-0.46129,2019-03-15 03:05:00
"20",-584,"RLA496825S",0.927,1.0754375,-0.47596,2019-03-15 03:05:00
"21",-539,"RLA496825S",0.927,1.08325,-0.439285,2019-03-15 03:05:00
"22",-478,"RLA496825S",0.927,1.0910625,-0.38957,2019-03-15 03:05:00
"23",-466,"RLA496825S",0.927,1.098875,-0.37979,2019-03-15 03:05:00
"24",-463,"RLA496825S",0.927,1.1066875,-0.377345,2019-03-15 03:05:00
"25",-457,"RLA496825S",0.927,1.1145,-0.372455,2019-03-15 03:05:00
"26",-457,"RLA496825S",0.927,1.1223125,-0.372455,2019-03-15 03:05:00
"27",-457,"RLA496825S",0.927,1.130125,-0.372455,2019-03-15 03:05:00
"28",-465,"RLA496825S",0.927,1.1379375,-0.378975,2019-03-15 03:05:00
"29",-466,"RLA496825S",0.927,1.14575,-0.37979,2019-03-15 03:05:00
"30",-459,"RLA496825S",0.927,1.1535625,-0.374085,2019-03-15 03:05:00
"31",-460,"RLA496825S",0.927,1.161375,-0.3749,2019-03-15 03:05:00
"32",-452,"RLA496825S",0.927,1.1691875,-0.36838,2019-03-15 03:05:00
"33",-444,"RLA496825S",0.927,1.177,-0.36186,2019-03-15 03:05:00
"34",-443,"RLA496825S",0.927,1.1848125,-0.361045,2019-03-15 03:05:00
"35",-440,"RLA496825S",0.927,1.192625,-0.3586,2019-03-15 03:05:00
"36",-436,"RLA496825S",0.927,1.2004375,-0.35534,2019-03-15 03:05:00
"37",-431,"RLA496825S",0.927,1.20825,-0.351265,2019-03-15 03:05:00
"38",-432,"RLA496825S",0.927,1.2160625,-0.35208,2019-03-15 03:05:00
"39",-431,"RLA496825S",0.927,1.223875,-0.351265,2019-03-15 03:05:00
"40",-423,"RLA496825S",0.927,1.2316875,-0.344745,2019-03-15 03:05:00
"41",-425,"RLA496825S",0.927,1.2395,-0.346375,2019-03-15 03:05:00
"42",-426,"RLA496825S",0.927,1.2473125,-0.34719,2019-03-15 03:05:00
