"","waveform","serial","offset","time.sec","voltage.mv","date.time"
"1",-302,"RLA496826S",0.607,0.607,-0.24613,2019-04-12 13:05:00
"2",-470,"RLA496826S",0.607,0.6148125,-0.38305,2019-04-12 13:05:00
"3",-434,"RLA496826S",0.607,0.622625,-0.35371,2019-04-12 13:05:00
"4",-530,"RLA496826S",0.607,0.6304375,-0.43195,2019-04-12 13:05:00
"5",-462,"RLA496826S",0.607,0.63825,-0.37653,2019-04-12 13:05:00
"6",-447,"RLA496826S",0.607,0.6460625,-0.364305,2019-04-12 13:05:00
"7",-441,"RLA496826S",0.607,0.653875,-0.359415,2019-04-12 13:05:00
"8",-431,"RLA496826S",0.607,0.6616875,-0.351265,2019-04-12 13:05:00
"9",-460,"RLA496826S",0.607,0.6695,-0.3749,2019-04-12 13:05:00
"10",-474,"RLA496826S",0.607,0.6773125,-0.38631,2019-04-12 13:05:00
"11",-463,"RLA496826S",0.607,0.685125,-0.377345,2019-04-12 13:05:00
"12",-465,"RLA496826S",0.607,0.6929375,-0.378975,2019-04-12 13:05:00
"13",-466,"RLA496826S",0.607,0.70075,-0.37979,2019-04-12 13:05:00
"14",-468,"RLA496826S",0.607,0.7085625,-0.38142,2019-04-12 13:05:00
"15",-471,"RLA496826S",0.607,0.716375,-0.383865,2019-04-12 13:05:00
"16",-480,"RLA496826S",0.607,0.7241875,-0.3912,2019-04-12 13:05:00
"17",-475,"RLA496826S",0.607,0.732,-0.387125,2019-04-12 13:05:00
"18",-467,"RLA496826S",0.607,0.7398125,-0.380605,2019-04-12 13:05:00
"19",-472,"RLA496826S",0.607,0.747625,-0.38468,2019-04-12 13:05:00
"20",-463,"RLA496826S",0.607,0.7554375,-0.377345,2019-04-12 13:05:00
"21",-456,"RLA496826S",0.607,0.76325,-0.37164,2019-04-12 13:05:00
"22",-450,"RLA496826S",0.607,0.7710625,-0.36675,2019-04-12 13:05:00
"23",-417,"RLA496826S",0.607,0.778875,-0.339855,2019-04-12 13:05:00
"24",-379,"RLA496826S",0.607,0.7866875,-0.308885,2019-04-12 13:05:00
"25",-388,"RLA496826S",0.607,0.7945,-0.31622,2019-04-12 13:05:00
"26",-401,"RLA496826S",0.607,0.8023125,-0.326815,2019-04-12 13:05:00
"27",-405,"RLA496826S",0.607,0.810125,-0.330075,2019-04-12 13:05:00
"28",-410,"RLA496826S",0.607,0.8179375,-0.33415,2019-04-12 13:05:00
"29",-413,"RLA496826S",0.607,0.82575,-0.336595,2019-04-12 13:05:00
"30",-409,"RLA496826S",0.607,0.8335625,-0.333335,2019-04-12 13:05:00
"31",-410,"RLA496826S",0.607,0.841375,-0.33415,2019-04-12 13:05:00
"32",-415,"RLA496826S",0.607,0.8491875,-0.338225,2019-04-12 13:05:00
"33",-411,"RLA496826S",0.607,0.857,-0.334965,2019-04-12 13:05:00
"34",-414,"RLA496826S",0.607,0.8648125,-0.33741,2019-04-12 13:05:00
"35",-420,"RLA496826S",0.607,0.872625,-0.3423,2019-04-12 13:05:00
"36",-419,"RLA496826S",0.607,0.8804375,-0.341485,2019-04-12 13:05:00
"37",-420,"RLA496826S",0.607,0.88825,-0.3423,2019-04-12 13:05:00
"38",-419,"RLA496826S",0.607,0.8960625,-0.341485,2019-04-12 13:05:00
"39",-416,"RLA496826S",0.607,0.903875,-0.33904,2019-04-12 13:05:00
"40",-422,"RLA496826S",0.607,0.9116875,-0.34393,2019-04-12 13:05:00
"41",-426,"RLA496826S",0.607,0.9195,-0.34719,2019-04-12 13:05:00
"42",-426,"RLA496826S",0.607,0.9273125,-0.34719,2019-04-12 13:05:00
"43",-426,"RLA496826S",0.607,0.935125,-0.34719,2019-04-12 13:05:00
"44",-427,"RLA496826S",0.607,0.9429375,-0.348005,2019-04-12 13:05:00
"45",-432,"RLA496826S",0.607,0.95075,-0.35208,2019-04-12 13:05:00
